url,follower,username
https://www.instagram.com/lipstickprophetsinc/,"288 Followers,",lipstickprophetsinc
https://www.instagram.com/lachinatown/,"49.2k Followers,",lachinatown
https://www.instagram.com/madebydwc/,"3,518 Followers,",madebydwc
https://www.instagram.com/wittmore/,"5,806 Followers,",wittmore
https://www.instagram.com/1800loosediamonds/,"2,817 Followers,",1800loosediamonds
https://www.instagram.com/revampla/,"1,971 Followers,",revampla
https://www.instagram.com/acnestudios/,"2.9m Followers,",acnestudios
https://www.instagram.com/therealreal/,"443.4k Followers,",therealreal
https://www.instagram.com/apparelzoostore/,"58.5k Followers,",apparelzoostore
https://www.instagram.com/alchemyworks/,"35k Followers,",alchemyworks
https://www.instagram.com/leica_camera/,"1.3m Followers,",leica_camera
https://www.instagram.com/benandjerrys/,"1.5m Followers,",benandjerrys
https://www.instagram.com/sohogirldotcom/,"28.4k Followers,",sohogirldotcom
https://www.instagram.com/whowhatwear/,"3.4m Followers,",whowhatwear
https://www.instagram.com/jessicalouiseclothing/,"2,359 Followers,",jessicalouiseclothing
https://www.instagram.com/pharmaca/,"10.7k Followers,",pharmaca
https://www.instagram.com/nsfclothing/,"31.5k Followers,",nsfclothing
https://www.instagram.com/nightcapclothing/,"51.1k Followers,",nightcapclothing
https://www.instagram.com/ultabeauty/,"6.8m Followers,",ultabeauty
https://www.instagram.com/chefstoys/,"10.1k Followers,",chefstoys
https://www.instagram.com/crateandbarrel/,"1.9m Followers,",crateandbarrel
https://www.instagram.com/rejuvenation/,"358.3k Followers,",rejuvenation
https://www.instagram.com/fidmmuseum/,"44.5k Followers,",fidmmuseum
https://www.instagram.com/sustain_la/,"19k Followers,",sustain_la
https://www.instagram.com/guess/,"7.7m Followers,",guess
https://www.instagram.com/destinationxl/,"32.9k Followers,",destinationxl
https://www.instagram.com/bape_us/,"4.7m Followers,",bape_us
https://www.instagram.com/wearewildfang/,"178.8k Followers,",wearewildfang
https://www.instagram.com/paige/,"328.2k Followers,",paige
https://www.instagram.com/resurrectionvintage/,"25.5k Followers,",resurrectionvintage
https://www.instagram.com/daineseofficial/,"849.3k Followers,",daineseofficial
https://www.instagram.com/theplusbus/,"26.2k Followers,",theplusbus
https://www.instagram.com/buybuybaby/,"509.8k Followers,",buybuybaby
https://www.instagram.com/h_lorenzo/,"65.5k Followers,",h_lorenzo
https://www.instagram.com/virgilnormal/,"29.6k Followers,",virgilnormal
https://www.instagram.com/tyche_losangeles/,"3,119 Followers,",tyche_losangeles
https://www.instagram.com/dope/,"889.9k Followers,",dope
https://www.instagram.com/casper/,"166.7k Followers,",casper
https://www.instagram.com/sprouts/,"267.4k Followers,",sprouts
https://www.instagram.com/shopsenlis/,"15.8k Followers,",shopsenlis
